,filepath,class_id,class_name
0,/home/conex/scream_detection/dataset/chime-home/CR_lounge_270110_1632.s3300_chunk10.48kHz.wav,6,env
1,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1501.s2700_chunk55.48kHz.wav,6,env
2,/home/conex/scream_detection/dataset/chime-home/CR_lounge_220110_0731.s3600_chunk32.48kHz.wav,6,env
3,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s300_chunk60.48kHz.wav,6,env
4,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1036.s0_chunk27.48kHz.wav,6,env
5,/home/conex/scream_detection/dataset/chime-home/CR_lounge_210110_0739.s1200_chunk31.48kHz.wav,6,env
6,/home/conex/scream_detection/dataset/chime-home/CR_lounge_210110_0739.s300_chunk47.48kHz.wav,6,env
7,/home/conex/scream_detection/dataset/chime-home/CR_lounge_220110_0731.s1500_chunk40.48kHz.wav,6,env
8,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s1200_chunk60.48kHz.wav,6,env
9,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s600_chunk19.48kHz.wav,6,env
10,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1501.s3600_chunk44.48kHz.wav,6,env
11,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1036.s1500_chunk39.48kHz.wav,6,env
12,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1036.s600_chunk68.48kHz.wav,6,env
13,/home/conex/scream_detection/dataset/chime-home/CR_lounge_270110_1632.s2100_chunk64.48kHz.wav,6,env
14,/home/conex/scream_detection/dataset/chime-home/CR_lounge_210110_0739.s2100_chunk7.48kHz.wav,6,env
15,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1711.s300_chunk31.48kHz.wav,6,env
16,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s1500_chunk20.48kHz.wav,6,env
17,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s300_chunk22.48kHz.wav,6,env
18,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1036.s600_chunk69.48kHz.wav,6,env
19,/home/conex/scream_detection/dataset/chime-home/CR_lounge_210110_0739.s0_chunk18.48kHz.wav,6,env
20,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s2400_chunk65.48kHz.wav,6,env
21,/home/conex/scream_detection/dataset/chime-home/CR_lounge_210110_0739.s0_chunk62.48kHz.wav,6,env
22,/home/conex/scream_detection/dataset/chime-home/CR_lounge_270110_1632.s1200_chunk37.48kHz.wav,6,env
23,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s0_chunk18.48kHz.wav,6,env
24,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s2400_chunk64.48kHz.wav,6,env
25,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1501.s900_chunk57.48kHz.wav,6,env
26,/home/conex/scream_detection/dataset/chime-home/CR_lounge_220110_0731.s300_chunk34.48kHz.wav,6,env
27,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s1800_chunk2.48kHz.wav,6,env
28,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s1200_chunk59.48kHz.wav,6,env
29,/home/conex/scream_detection/dataset/chime-home/CR_lounge_220110_0731.s2700_chunk57.48kHz.wav,6,env
30,/home/conex/scream_detection/dataset/chime-home/CR_lounge_270110_1632.s0_chunk38.48kHz.wav,6,env
31,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s0_chunk56.48kHz.wav,6,env
32,/home/conex/scream_detection/dataset/chime-home/CR_lounge_270110_1632.s3900_chunk36.48kHz.wav,6,env
33,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1036.s2400_chunk15.48kHz.wav,6,env
34,/home/conex/scream_detection/dataset/chime-home/CR_lounge_220110_0731.s3000_chunk13.48kHz.wav,6,env
35,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1711.s300_chunk36.48kHz.wav,6,env
36,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1501.s3900_chunk17.48kHz.wav,6,env
37,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s1500_chunk61.48kHz.wav,6,env
38,/home/conex/scream_detection/dataset/chime-home/CR_lounge_220110_0731.s0_chunk34.48kHz.wav,6,env
39,/home/conex/scream_detection/dataset/chime-home/CR_lounge_210110_0739.s600_chunk49.48kHz.wav,6,env
40,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1036.s2100_chunk46.48kHz.wav,6,env
41,/home/conex/scream_detection/dataset/chime-home/CR_lounge_270110_1632.s900_chunk54.48kHz.wav,6,env
42,/home/conex/scream_detection/dataset/chime-home/CR_lounge_210110_0739.s2400_chunk8.48kHz.wav,6,env
43,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1501.s3600_chunk53.48kHz.wav,6,env
44,/home/conex/scream_detection/dataset/chime-home/CR_lounge_220110_0731.s3000_chunk68.48kHz.wav,6,env
45,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1711.s1200_chunk34.48kHz.wav,6,env
46,/home/conex/scream_detection/dataset/chime-home/CR_lounge_220110_0731.s900_chunk45.48kHz.wav,6,env
47,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1711.s300_chunk64.48kHz.wav,6,env
48,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1036.s300_chunk67.48kHz.wav,6,env
49,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1711.s1800_chunk55.48kHz.wav,6,env
50,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1501.s3300_chunk18.48kHz.wav,6,env
51,/home/conex/scream_detection/dataset/chime-home/CR_lounge_270110_1632.s1800_chunk21.48kHz.wav,6,env
52,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1711.s0_chunk67.48kHz.wav,6,env
53,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s3000_chunk38.48kHz.wav,6,env
54,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s3600_chunk6.48kHz.wav,6,env
55,/home/conex/scream_detection/dataset/chime-home/CR_lounge_220110_0731.s1200_chunk36.48kHz.wav,6,env
56,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s2100_chunk54.48kHz.wav,6,env
57,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1501.s0_chunk41.48kHz.wav,6,env
58,/home/conex/scream_detection/dataset/chime-home/CR_lounge_220110_0731.s1200_chunk25.48kHz.wav,6,env
59,/home/conex/scream_detection/dataset/chime-home/CR_lounge_220110_0731.s1800_chunk38.48kHz.wav,6,env
60,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1501.s0_chunk33.48kHz.wav,6,env
61,/home/conex/scream_detection/dataset/chime-home/CR_lounge_210110_0739.s0_chunk3.48kHz.wav,6,env
62,/home/conex/scream_detection/dataset/chime-home/CR_lounge_210110_0739.s900_chunk14.48kHz.wav,6,env
63,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1711.s900_chunk10.48kHz.wav,6,env
64,/home/conex/scream_detection/dataset/chime-home/CR_lounge_270110_1632.s600_chunk57.48kHz.wav,6,env
65,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s3900_chunk9.48kHz.wav,6,env
66,/home/conex/scream_detection/dataset/chime-home/CR_lounge_270110_1632.s3600_chunk62.48kHz.wav,6,env
67,/home/conex/scream_detection/dataset/chime-home/CR_lounge_210110_0739.s0_chunk38.48kHz.wav,6,env
68,/home/conex/scream_detection/dataset/chime-home/CR_lounge_220110_0731.s300_chunk32.48kHz.wav,6,env
69,/home/conex/scream_detection/dataset/chime-home/CR_lounge_220110_0731.s900_chunk57.48kHz.wav,6,env
70,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1711.s1200_chunk63.48kHz.wav,6,env
71,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s3900_chunk22.48kHz.wav,6,env
72,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1036.s1500_chunk74.48kHz.wav,6,env
73,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1501.s1200_chunk13.48kHz.wav,6,env
74,/home/conex/scream_detection/dataset/chime-home/CR_lounge_270110_1632.s3000_chunk42.48kHz.wav,6,env
75,/home/conex/scream_detection/dataset/chime-home/CR_lounge_270110_1632.s1500_chunk71.48kHz.wav,6,env
76,/home/conex/scream_detection/dataset/chime-home/CR_lounge_220110_0731.s300_chunk12.48kHz.wav,6,env
77,/home/conex/scream_detection/dataset/chime-home/CR_lounge_220110_0731.s600_chunk3.48kHz.wav,6,env
78,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s2400_chunk5.48kHz.wav,6,env
79,/home/conex/scream_detection/dataset/chime-home/CR_lounge_210110_0739.s2100_chunk61.48kHz.wav,6,env
80,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1501.s3000_chunk27.48kHz.wav,6,env
81,/home/conex/scream_detection/dataset/chime-home/CR_lounge_220110_0731.s2100_chunk72.48kHz.wav,6,env
82,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1501.s2700_chunk8.48kHz.wav,6,env
83,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1036.s3300_chunk49.48kHz.wav,6,env
84,/home/conex/scream_detection/dataset/chime-home/CR_lounge_270110_1632.s300_chunk49.48kHz.wav,6,env
85,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s2100_chunk55.48kHz.wav,6,env
86,/home/conex/scream_detection/dataset/chime-home/CR_lounge_220110_0731.s3000_chunk27.48kHz.wav,6,env
87,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1036.s2700_chunk52.48kHz.wav,6,env
88,/home/conex/scream_detection/dataset/chime-home/CR_lounge_270110_1632.s0_chunk70.48kHz.wav,6,env
89,/home/conex/scream_detection/dataset/chime-home/CR_lounge_220110_0731.s1200_chunk23.48kHz.wav,6,env
90,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s1800_chunk3.48kHz.wav,6,env
91,/home/conex/scream_detection/dataset/chime-home/CR_lounge_270110_1632.s1500_chunk27.48kHz.wav,6,env
92,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1036.s0_chunk69.48kHz.wav,6,env
93,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s3300_chunk70.48kHz.wav,6,env
94,/home/conex/scream_detection/dataset/chime-home/CR_lounge_270110_1632.s2700_chunk45.48kHz.wav,6,env
95,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s3600_chunk38.48kHz.wav,6,env
96,/home/conex/scream_detection/dataset/chime-home/CR_lounge_270110_1632.s300_chunk35.48kHz.wav,6,env
97,/home/conex/scream_detection/dataset/chime-home/CR_lounge_220110_0731.s1200_chunk50.48kHz.wav,6,env
98,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s1200_chunk58.48kHz.wav,6,env
99,/home/conex/scream_detection/dataset/chime-home/CR_lounge_200110_1601.s1200_chunk0.48kHz.wav,6,env
100,/home/conex/scream_detection/dataset/chime-home/CR_lounge_210110_0739.s1500_chunk43.48kHz.wav,6,env
101,/home/conex/scream_detection/dataset/chime-home/CR_lounge_220110_0731.s1200_chunk69.48kHz.wav,6,env
102,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1036.s2100_chunk16.48kHz.wav,6,env
103,/home/conex/scream_detection/dataset/chime-home/CR_lounge_230110_1036.s1500_chunk45.48kHz.wav,6,env
